"No.","Time","Source","Length","stNum","sqNum","goID"
"19997","1.063593008","ipcas_21:73:33","204","1","294","LIED10MEAS/LLN0$Measurement"
"20063","1.057500200","ipcas_21:73:33","204","1","295","LIED10MEAS/LLN0$Measurement"
"20117","1.057650146","ipcas_21:73:33","204","1","296","LIED10MEAS/LLN0$Measurement"
"20181","1.057716839","ipcas_21:73:33","204","1","297","LIED10MEAS/LLN0$Measurement"
"20243","1.053392969","ipcas_21:73:33","204","1","298","LIED10MEAS/LLN0$Measurement"
"20302","1.052162404","ipcas_21:73:33","204","1","299","LIED10MEAS/LLN0$Measurement"
"20363","1.071388874","ipcas_21:73:33","204","1","300","LIED10MEAS/LLN0$Measurement"
"20423","1.047322849","ipcas_21:73:33","204","1","301","LIED10MEAS/LLN0$Measurement"
"20481","1.054608909","ipcas_21:73:33","204","1","302","LIED10MEAS/LLN0$Measurement"
"20540","1.099895547","ipcas_21:73:33","204","1","303","LIED10MEAS/LLN0$Measurement"
"20600","1.050672476","ipcas_21:73:33","204","1","304","LIED10MEAS/LLN0$Measurement"
"20659","1.033134235","ipcas_21:73:33","204","1","305","LIED10MEAS/LLN0$Measurement"
"20716","1.046693830","ipcas_21:73:33","204","1","306","LIED10MEAS/LLN0$Measurement"
"20775","1.065823480","ipcas_21:73:33","204","1","307","LIED10MEAS/LLN0$Measurement"
"20833","1.067577038","ipcas_21:73:33","204","1","308","LIED10MEAS/LLN0$Measurement"
"20896","1.081852896","ipcas_21:73:33","204","1","309","LIED10MEAS/LLN0$Measurement"
"20955","1.054745745","ipcas_21:73:33","204","1","310","LIED10MEAS/LLN0$Measurement"
"21012","1.061381893","ipcas_21:73:33","204","1","311","LIED10MEAS/LLN0$Measurement"
"21067","1.069719161","ipcas_21:73:33","204","1","312","LIED10MEAS/LLN0$Measurement"
"21125","1.074485659","ipcas_21:73:33","204","1","313","LIED10MEAS/LLN0$Measurement"
"21185","1.045367881","ipcas_21:73:33","204","1","314","LIED10MEAS/LLN0$Measurement"
"21245","1.051573473","ipcas_21:73:33","204","1","315","LIED10MEAS/LLN0$Measurement"
"21298","1.041402802","ipcas_21:73:33","204","1","316","LIED10MEAS/LLN0$Measurement"
"21356","1.054363644","ipcas_21:73:33","204","1","317","LIED10MEAS/LLN0$Measurement"
"21419","1.055786193","ipcas_21:73:33","204","1","318","LIED10MEAS/LLN0$Measurement"
"21480","1.030235976","ipcas_21:73:33","204","1","319","LIED10MEAS/LLN0$Measurement"
"21538","1.079830250","ipcas_21:73:33","204","1","320","LIED10MEAS/LLN0$Measurement"
"21593","1.059394283","ipcas_21:73:33","204","1","321","LIED10MEAS/LLN0$Measurement"
"21671","1.036969146","ipcas_21:73:33","204","1","322","LIED10MEAS/LLN0$Measurement"
"21729","1.046498368","ipcas_21:73:33","204","1","323","LIED10MEAS/LLN0$Measurement"
"21788","1.046257218","ipcas_21:73:33","204","1","324","LIED10MEAS/LLN0$Measurement"
"21864","1.093353493","ipcas_21:73:33","204","1","325","LIED10MEAS/LLN0$Measurement"
"21918","1.055470157","ipcas_21:73:33","204","1","326","LIED10MEAS/LLN0$Measurement"
"21973","1.064812205","ipcas_21:73:33","204","1","327","LIED10MEAS/LLN0$Measurement"
"22032","1.067801354","ipcas_21:73:33","204","1","328","LIED10MEAS/LLN0$Measurement"
"22091","1.056302257","ipcas_21:73:33","204","1","329","LIED10MEAS/LLN0$Measurement"
"22148","1.050131546","ipcas_21:73:33","204","1","330","LIED10MEAS/LLN0$Measurement"
"22201","1.058610633","ipcas_21:73:33","204","1","331","LIED10MEAS/LLN0$Measurement"
"22259","1.075383503","ipcas_21:73:33","204","1","332","LIED10MEAS/LLN0$Measurement"
"22318","1.070731199","ipcas_21:73:33","204","1","333","LIED10MEAS/LLN0$Measurement"
"22378","1.063403735","ipcas_21:73:33","204","1","334","LIED10MEAS/LLN0$Measurement"
"22433","1.076862864","ipcas_21:73:33","204","1","335","LIED10MEAS/LLN0$Measurement"
"22488","1.047577643","ipcas_21:73:33","204","1","336","LIED10MEAS/LLN0$Measurement"
"22546","1.067949857","ipcas_21:73:33","204","1","337","LIED10MEAS/LLN0$Measurement"
"22607","1.071065166","ipcas_21:73:33","204","1","338","LIED10MEAS/LLN0$Measurement"
"22665","1.068730961","ipcas_21:73:33","204","1","339","LIED10MEAS/LLN0$Measurement"
"22721","1.070035416","ipcas_21:73:33","204","1","340","LIED10MEAS/LLN0$Measurement"
"22776","1.072961026","ipcas_21:73:33","204","1","341","LIED10MEAS/LLN0$Measurement"
"22834","1.092477594","ipcas_21:73:33","204","1","342","LIED10MEAS/LLN0$Measurement"
"22905","1.080947952","ipcas_21:73:33","204","1","343","LIED10MEAS/LLN0$Measurement"
"22953","1.080563758","ipcas_21:73:33","204","1","344","LIED10MEAS/LLN0$Measurement"
"23004","1.047407981","ipcas_21:73:33","204","1","345","LIED10MEAS/LLN0$Measurement"
"23059","1.074325575","ipcas_21:73:33","204","1","346","LIED10MEAS/LLN0$Measurement"
"23127","1.067106754","ipcas_21:73:33","204","1","347","LIED10MEAS/LLN0$Measurement"
"23175","1.050890664","ipcas_21:73:33","204","1","348","LIED10MEAS/LLN0$Measurement"
"23228","1.052969102","ipcas_21:73:33","204","1","349","LIED10MEAS/LLN0$Measurement"
"23281","1.059221697","ipcas_21:73:33","204","1","350","LIED10MEAS/LLN0$Measurement"
"23344","1.082522409","ipcas_21:73:33","204","1","351","LIED10MEAS/LLN0$Measurement"
"23404","1.060571296","ipcas_21:73:33","204","1","352","LIED10MEAS/LLN0$Measurement"
"23452","1.031836032","ipcas_21:73:33","204","1","353","LIED10MEAS/LLN0$Measurement"
"23514","1.083035810","ipcas_21:73:33","204","1","354","LIED10MEAS/LLN0$Measurement"
"23564","1.056326277","ipcas_21:73:33","204","1","355","LIED10MEAS/LLN0$Measurement"
"23615","1.044316039","ipcas_21:73:33","204","1","356","LIED10MEAS/LLN0$Measurement"
"23681","1.110666643","ipcas_21:73:33","204","1","357","LIED10MEAS/LLN0$Measurement"
"23750","1.054465143","ipcas_21:73:33","204","1","358","LIED10MEAS/LLN0$Measurement"
"23805","1.023467625","ipcas_21:73:33","204","1","359","LIED10MEAS/LLN0$Measurement"
"23850","1.049894923","ipcas_21:73:33","204","1","360","LIED10MEAS/LLN0$Measurement"
"23901","1.062249424","ipcas_21:73:33","204","1","361","LIED10MEAS/LLN0$Measurement"
"23958","1.031140726","ipcas_21:73:33","204","1","362","LIED10MEAS/LLN0$Measurement"
"24006","1.033267494","ipcas_21:73:33","204","1","363","LIED10MEAS/LLN0$Measurement"
"24068","1.150766736","ipcas_21:73:33","204","1","364","LIED10MEAS/LLN0$Measurement"
"24114","1.009228558","ipcas_21:73:33","204","1","365","LIED10MEAS/LLN0$Measurement"
"24169","1.078326073","ipcas_21:73:33","204","1","366","LIED10MEAS/LLN0$Measurement"
"24224","1.064922565","ipcas_21:73:33","204","1","367","LIED10MEAS/LLN0$Measurement"
"24277","1.033556221","ipcas_21:73:33","204","1","368","LIED10MEAS/LLN0$Measurement"
"24330","1.064988102","ipcas_21:73:33","204","1","369","LIED10MEAS/LLN0$Measurement"
"24388","1.070466158","ipcas_21:73:33","204","1","370","LIED10MEAS/LLN0$Measurement"
"24446","1.093589881","ipcas_21:73:33","204","1","371","LIED10MEAS/LLN0$Measurement"
"24498","1.065442316","ipcas_21:73:33","204","1","372","LIED10MEAS/LLN0$Measurement"
"24548","1.011978163","ipcas_21:73:33","204","1","373","LIED10MEAS/LLN0$Measurement"
"24617","1.087387892","ipcas_21:73:33","204","1","374","LIED10MEAS/LLN0$Measurement"
"24669","1.079790795","ipcas_21:73:33","204","1","375","LIED10MEAS/LLN0$Measurement"
"24712","1.038548239","ipcas_21:73:33","204","1","376","LIED10MEAS/LLN0$Measurement"
"24766","1.076847190","ipcas_21:73:33","204","1","377","LIED10MEAS/LLN0$Measurement"
"24842","1.077182540","ipcas_21:73:33","204","1","378","LIED10MEAS/LLN0$Measurement"
"24895","1.049584021","ipcas_21:73:33","204","1","379","LIED10MEAS/LLN0$Measurement"
"24950","1.050198489","ipcas_21:73:33","204","1","380","LIED10MEAS/LLN0$Measurement"
"25005","1.034278262","ipcas_21:73:33","204","1","381","LIED10MEAS/LLN0$Measurement"
"25060","1.052851734","ipcas_21:73:33","204","1","382","LIED10MEAS/LLN0$Measurement"
"25113","1.049365211","ipcas_21:73:33","204","1","383","LIED10MEAS/LLN0$Measurement"
"25157","1.061890868","ipcas_21:73:33","204","1","384","LIED10MEAS/LLN0$Measurement"
"25200","1.052209355","ipcas_21:73:33","204","1","385","LIED10MEAS/LLN0$Measurement"
"25255","1.074662580","ipcas_21:73:33","204","1","386","LIED10MEAS/LLN0$Measurement"
"25329","1.099164040","ipcas_21:73:33","204","1","387","LIED10MEAS/LLN0$Measurement"
"25370","1.039220083","ipcas_21:73:33","204","1","388","LIED10MEAS/LLN0$Measurement"
"25422","1.071829986","ipcas_21:73:33","204","1","389","LIED10MEAS/LLN0$Measurement"
"25480","1.100189937","ipcas_21:73:33","204","1","390","LIED10MEAS/LLN0$Measurement"
"25538","1.052718800","ipcas_21:73:33","204","1","391","LIED10MEAS/LLN0$Measurement"
"25582","1.056141004","ipcas_21:73:33","204","1","392","LIED10MEAS/LLN0$Measurement"
"25632","1.037340740","ipcas_21:73:33","204","1","393","LIED10MEAS/LLN0$Measurement"
"25687","1.073900814","ipcas_21:73:33","204","1","394","LIED10MEAS/LLN0$Measurement"
"25742","1.082208106","ipcas_21:73:33","204","1","395","LIED10MEAS/LLN0$Measurement"
"25800","1.063989819","ipcas_21:73:33","204","1","396","LIED10MEAS/LLN0$Measurement"
"25850","1.055651845","ipcas_21:73:33","204","1","397","LIED10MEAS/LLN0$Measurement"
"25908","1.097502198","ipcas_21:73:33","204","1","398","LIED10MEAS/LLN0$Measurement"
"25966","1.071137839","ipcas_21:73:33","204","1","399","LIED10MEAS/LLN0$Measurement"
"26015","1.035140852","ipcas_21:73:33","204","1","400","LIED10MEAS/LLN0$Measurement"
"26069","1.080439056","ipcas_21:73:33","204","1","401","LIED10MEAS/LLN0$Measurement"
"26123","1.056106244","ipcas_21:73:33","204","1","402","LIED10MEAS/LLN0$Measurement"
"26178","1.064416514","ipcas_21:73:33","204","1","403","LIED10MEAS/LLN0$Measurement"
"26232","1.046895309","ipcas_21:73:33","204","1","404","LIED10MEAS/LLN0$Measurement"
"26287","1.049488430","ipcas_21:73:33","204","1","405","LIED10MEAS/LLN0$Measurement"
"26343","1.060572323","ipcas_21:73:33","204","1","406","LIED10MEAS/LLN0$Measurement"
"26406","1.074367530","ipcas_21:73:33","204","1","407","LIED10MEAS/LLN0$Measurement"
"26451","1.055009481","ipcas_21:73:33","204","1","408","LIED10MEAS/LLN0$Measurement"
"26529","1.101740971","ipcas_21:73:33","204","1","409","LIED10MEAS/LLN0$Measurement"
"26584","1.053643542","ipcas_21:73:33","204","1","410","LIED10MEAS/LLN0$Measurement"
"26638","1.041406116","ipcas_21:73:33","204","1","411","LIED10MEAS/LLN0$Measurement"
"26691","1.050952414","ipcas_21:73:33","204","1","412","LIED10MEAS/LLN0$Measurement"
"26738","1.048070577","ipcas_21:73:33","204","1","413","LIED10MEAS/LLN0$Measurement"
"26780","1.037757644","ipcas_21:73:33","204","1","414","LIED10MEAS/LLN0$Measurement"
"26839","1.125489898","ipcas_21:73:33","204","1","415","LIED10MEAS/LLN0$Measurement"
"26886","1.001100102","ipcas_21:73:33","204","1","416","LIED10MEAS/LLN0$Measurement"
"26941","1.037694896","ipcas_21:73:33","204","1","417","LIED10MEAS/LLN0$Measurement"
"27014","1.108468805","ipcas_21:73:33","204","1","418","LIED10MEAS/LLN0$Measurement"
"27066","1.050349546","ipcas_21:73:33","204","1","419","LIED10MEAS/LLN0$Measurement"
"27113","1.081494809","ipcas_21:73:33","204","1","420","LIED10MEAS/LLN0$Measurement"
"27157","1.005254350","ipcas_21:73:33","204","1","421","LIED10MEAS/LLN0$Measurement"
"27224","1.098110865","ipcas_21:73:33","204","1","422","LIED10MEAS/LLN0$Measurement"
"27276","1.042172094","ipcas_21:73:33","204","1","423","LIED10MEAS/LLN0$Measurement"
"27322","1.042838862","ipcas_21:73:33","204","1","424","LIED10MEAS/LLN0$Measurement"
"27375","1.065356729","ipcas_21:73:33","204","1","425","LIED10MEAS/LLN0$Measurement"
"27437","1.068420332","ipcas_21:73:33","204","1","426","LIED10MEAS/LLN0$Measurement"
"27496","1.071870002","ipcas_21:73:33","204","1","427","LIED10MEAS/LLN0$Measurement"
"27553","1.038438120","ipcas_21:73:33","204","1","428","LIED10MEAS/LLN0$Measurement"
"27608","1.090805167","ipcas_21:73:33","204","1","429","LIED10MEAS/LLN0$Measurement"
"27661","1.010136821","ipcas_21:73:33","204","1","430","LIED10MEAS/LLN0$Measurement"
"27716","1.056111848","ipcas_21:73:33","204","1","431","LIED10MEAS/LLN0$Measurement"
"27771","1.060747246","ipcas_21:73:33","204","1","432","LIED10MEAS/LLN0$Measurement"
"27826","1.072982050","ipcas_21:73:33","204","1","433","LIED10MEAS/LLN0$Measurement"
"27894","1.097090048","ipcas_21:73:33","204","1","434","LIED10MEAS/LLN0$Measurement"
"27944","1.052632669","ipcas_21:73:33","204","1","435","LIED10MEAS/LLN0$Measurement"
"27987","1.036911280","ipcas_21:73:33","204","1","436","LIED10MEAS/LLN0$Measurement"
"28042","1.043562398","ipcas_21:73:33","204","1","437","LIED10MEAS/LLN0$Measurement"
"28100","1.060195453","ipcas_21:73:33","204","1","438","LIED10MEAS/LLN0$Measurement"
"28150","1.069088850","ipcas_21:73:33","204","1","439","LIED10MEAS/LLN0$Measurement"
"28206","1.095020928","ipcas_21:73:33","204","1","440","LIED10MEAS/LLN0$Measurement"
"28258","1.026815470","ipcas_21:73:33","204","1","441","LIED10MEAS/LLN0$Measurement"
"28317","1.069892150","ipcas_21:73:33","204","1","442","LIED10MEAS/LLN0$Measurement"
"28391","1.095249913","ipcas_21:73:33","204","1","443","LIED10MEAS/LLN0$Measurement"
"28444","1.470147248","ipcas_21:73:33","204","1","444","LIED10MEAS/LLN0$Measurement"
"28499","1.164291831","ipcas_21:73:33","204","1","445","LIED10MEAS/LLN0$Measurement"
"28577","1.610494961","ipcas_21:73:33","204","1","446","LIED10MEAS/LLN0$Measurement"
"28632","1.107966861","ipcas_21:73:33","204","1","447","LIED10MEAS/LLN0$Measurement"
"28685","1.034131917","ipcas_21:73:33","204","1","448","LIED10MEAS/LLN0$Measurement"
"28740","1.032152827","ipcas_21:73:33","204","1","449","LIED10MEAS/LLN0$Measurement"
"28795","1.035456699","ipcas_21:73:33","204","1","450","LIED10MEAS/LLN0$Measurement"
"28850","1.036933678","ipcas_21:73:33","204","1","451","LIED10MEAS/LLN0$Measurement"
"28909","1.054591627","ipcas_21:73:33","204","1","452","LIED10MEAS/LLN0$Measurement"
"28963","1.053627795","ipcas_21:73:33","204","1","453","LIED10MEAS/LLN0$Measurement"
"29018","1.052319718","ipcas_21:73:33","204","1","454","LIED10MEAS/LLN0$Measurement"
"29078","1.035479757","ipcas_21:73:33","204","1","455","LIED10MEAS/LLN0$Measurement"
"29134","1.055052637","ipcas_21:73:33","204","1","456","LIED10MEAS/LLN0$Measurement"
"29188","1.041908770","ipcas_21:73:33","204","1","457","LIED10MEAS/LLN0$Measurement"
"29242","1.021983291","ipcas_21:73:33","204","1","458","LIED10MEAS/LLN0$Measurement"
"29297","1.022561856","ipcas_21:73:33","204","1","459","LIED10MEAS/LLN0$Measurement"
"29344","1.051618071","ipcas_21:73:33","204","1","460","LIED10MEAS/LLN0$Measurement"
"29387","1.000651799","ipcas_21:73:33","204","1","461","LIED10MEAS/LLN0$Measurement"
"29442","1.026323401","ipcas_21:73:33","204","1","462","LIED10MEAS/LLN0$Measurement"
"29496","1.057568232","ipcas_21:73:33","204","1","463","LIED10MEAS/LLN0$Measurement"
"29552","1.025654040","ipcas_21:73:33","204","1","464","LIED10MEAS/LLN0$Measurement"
"29608","1.018914078","ipcas_21:73:33","204","1","465","LIED10MEAS/LLN0$Measurement"
"29665","1.040781304","ipcas_21:73:33","204","1","466","LIED10MEAS/LLN0$Measurement"
"29718","1.033873847","ipcas_21:73:33","204","1","467","LIED10MEAS/LLN0$Measurement"
"29771","1.035695575","ipcas_21:73:33","204","1","468","LIED10MEAS/LLN0$Measurement"
"29827","1.060001417","ipcas_21:73:33","204","1","469","LIED10MEAS/LLN0$Measurement"
"29882","1.013780917","ipcas_21:73:33","204","1","470","LIED10MEAS/LLN0$Measurement"
"29938","1.059799530","ipcas_21:73:33","204","1","471","LIED10MEAS/LLN0$Measurement"
"29992","1.039444944","ipcas_21:73:33","204","1","472","LIED10MEAS/LLN0$Measurement"
"30048","1.024712338","ipcas_21:73:33","204","1","473","LIED10MEAS/LLN0$Measurement"
"30103","1.020468400","ipcas_21:73:33","204","1","474","LIED10MEAS/LLN0$Measurement"
"30158","1.027041873","ipcas_21:73:33","204","1","475","LIED10MEAS/LLN0$Measurement"
"30213","1.046526632","ipcas_21:73:33","204","1","476","LIED10MEAS/LLN0$Measurement"
"30266","1.038695924","ipcas_21:73:33","204","1","477","LIED10MEAS/LLN0$Measurement"
"30321","1.033404602","ipcas_21:73:33","204","1","478","LIED10MEAS/LLN0$Measurement"
"30376","1.044999793","ipcas_21:73:33","204","1","479","LIED10MEAS/LLN0$Measurement"
"30432","1.041427373","ipcas_21:73:33","204","1","480","LIED10MEAS/LLN0$Measurement"
"30486","1.031572925","ipcas_21:73:33","204","1","481","LIED10MEAS/LLN0$Measurement"
"30539","1.037190694","ipcas_21:73:33","204","1","482","LIED10MEAS/LLN0$Measurement"
"30596","1.035685793","ipcas_21:73:33","204","1","483","LIED10MEAS/LLN0$Measurement"
"30651","1.039424953","ipcas_21:73:33","204","1","484","LIED10MEAS/LLN0$Measurement"
"30706","1.056020360","ipcas_21:73:33","204","1","485","LIED10MEAS/LLN0$Measurement"
"30760","1.041444379","ipcas_21:73:33","204","1","486","LIED10MEAS/LLN0$Measurement"
"30814","1.030494146","ipcas_21:73:33","204","1","487","LIED10MEAS/LLN0$Measurement"
"30869","1.037743894","ipcas_21:73:33","204","1","488","LIED10MEAS/LLN0$Measurement"
"30924","1.057764413","ipcas_21:73:33","204","1","489","LIED10MEAS/LLN0$Measurement"
"30979","1.087403706","ipcas_21:73:33","204","1","490","LIED10MEAS/LLN0$Measurement"
"31032","1.030874528","ipcas_21:73:33","204","1","491","LIED10MEAS/LLN0$Measurement"
"31088","1.030256963","ipcas_21:73:33","204","1","492","LIED10MEAS/LLN0$Measurement"
"31143","1.047721753","ipcas_21:73:33","204","1","493","LIED10MEAS/LLN0$Measurement"
"31222","1.544567745","ipcas_21:73:33","204","1","494","LIED10MEAS/LLN0$Measurement"
"31277","1.116247149","ipcas_21:73:33","204","1","495","LIED10MEAS/LLN0$Measurement"
"31331","1.024011704","ipcas_21:73:33","204","1","496","LIED10MEAS/LLN0$Measurement"
"31386","1.029779366","ipcas_21:73:33","204","1","497","LIED10MEAS/LLN0$Measurement"
"31440","1.041011997","ipcas_21:73:33","204","1","498","LIED10MEAS/LLN0$Measurement"
"31495","1.038359610","ipcas_21:73:33","204","1","499","LIED10MEAS/LLN0$Measurement"
"31549","1.035832732","ipcas_21:73:33","204","1","500","LIED10MEAS/LLN0$Measurement"
"31603","1.033703756","ipcas_21:73:33","204","1","501","LIED10MEAS/LLN0$Measurement"
"31659","1.042897576","ipcas_21:73:33","204","1","502","LIED10MEAS/LLN0$Measurement"
"31715","1.035025126","ipcas_21:73:33","204","1","503","LIED10MEAS/LLN0$Measurement"
"31771","1.030780974","ipcas_21:73:33","204","1","504","LIED10MEAS/LLN0$Measurement"
"31824","1.047731789","ipcas_21:73:33","204","1","505","LIED10MEAS/LLN0$Measurement"
"31879","1.077506396","ipcas_21:73:33","204","1","506","LIED10MEAS/LLN0$Measurement"
"31936","1.045648254","ipcas_21:73:33","204","1","507","LIED10MEAS/LLN0$Measurement"
"31993","1.027440467","ipcas_21:73:33","204","1","508","LIED10MEAS/LLN0$Measurement"
"32048","1.061310006","ipcas_21:73:33","204","1","509","LIED10MEAS/LLN0$Measurement"
"32101","1.050096071","ipcas_21:73:33","204","1","510","LIED10MEAS/LLN0$Measurement"
"32156","1.048637659","ipcas_21:73:33","204","1","511","LIED10MEAS/LLN0$Measurement"
"32213","1.047659108","ipcas_21:73:33","204","1","512","LIED10MEAS/LLN0$Measurement"
"32270","1.063415608","ipcas_21:73:33","204","1","513","LIED10MEAS/LLN0$Measurement"
"32325","1.067447022","ipcas_21:73:33","204","1","514","LIED10MEAS/LLN0$Measurement"
"32378","1.039316930","ipcas_21:73:33","204","1","515","LIED10MEAS/LLN0$Measurement"
"32433","1.022249765","ipcas_21:73:33","204","1","516","LIED10MEAS/LLN0$Measurement"
"32492","1.045289089","ipcas_21:73:33","204","1","517","LIED10MEAS/LLN0$Measurement"
"32549","1.048851570","ipcas_21:73:33","204","1","518","LIED10MEAS/LLN0$Measurement"
"32602","1.027165000","ipcas_21:73:33","204","1","519","LIED10MEAS/LLN0$Measurement"
"32655","1.046604622","ipcas_21:73:33","204","1","520","LIED10MEAS/LLN0$Measurement"
"32714","1.045455613","ipcas_21:73:33","204","1","521","LIED10MEAS/LLN0$Measurement"
"32773","1.038897106","ipcas_21:73:33","204","1","522","LIED10MEAS/LLN0$Measurement"
"32832","1.039439331","ipcas_21:73:33","204","1","523","LIED10MEAS/LLN0$Measurement"
"32886","1.023190418","ipcas_21:73:33","204","1","524","LIED10MEAS/LLN0$Measurement"
"32940","1.047139556","ipcas_21:73:33","204","1","525","LIED10MEAS/LLN0$Measurement"
"32999","1.048269889","ipcas_21:73:33","204","1","526","LIED10MEAS/LLN0$Measurement"
"33057","1.043595795","ipcas_21:73:33","204","1","527","LIED10MEAS/LLN0$Measurement"
"33116","1.031752851","ipcas_21:73:33","204","1","528","LIED10MEAS/LLN0$Measurement"
"33170","1.050106274","ipcas_21:73:33","204","1","529","LIED10MEAS/LLN0$Measurement"
"33227","1.040507694","ipcas_21:73:33","204","1","530","LIED10MEAS/LLN0$Measurement"
"33286","1.061345699","ipcas_21:73:33","204","1","531","LIED10MEAS/LLN0$Measurement"
"33345","1.024417907","ipcas_21:73:33","204","1","532","LIED10MEAS/LLN0$Measurement"
"33401","1.028860199","ipcas_21:73:33","204","1","533","LIED10MEAS/LLN0$Measurement"
"33454","1.018719681","ipcas_21:73:33","204","1","534","LIED10MEAS/LLN0$Measurement"
"33511","1.019152236","ipcas_21:73:33","204","1","535","LIED10MEAS/LLN0$Measurement"
"33568","1.036805743","ipcas_21:73:33","204","1","536","LIED10MEAS/LLN0$Measurement"
"33627","1.042532375","ipcas_21:73:33","204","1","537","LIED10MEAS/LLN0$Measurement"
"33682","1.022717153","ipcas_21:73:33","204","1","538","LIED10MEAS/LLN0$Measurement"
"33742","1.028293496","ipcas_21:73:33","204","1","539","LIED10MEAS/LLN0$Measurement"
"33807","1.091978272","ipcas_21:73:33","204","1","540","LIED10MEAS/LLN0$Measurement"
"33868","1.036745932","ipcas_21:73:33","204","1","541","LIED10MEAS/LLN0$Measurement"
"33928","1.048688765","ipcas_21:73:33","204","1","542","LIED10MEAS/LLN0$Measurement"
"33985","1.049927077","ipcas_21:73:33","204","1","543","LIED10MEAS/LLN0$Measurement"
"34041","1.049294343","ipcas_21:73:33","204","1","544","LIED10MEAS/LLN0$Measurement"
"34099","1.054707748","ipcas_21:73:33","204","1","545","LIED10MEAS/LLN0$Measurement"
"34157","1.051200447","ipcas_21:73:33","204","1","546","LIED10MEAS/LLN0$Measurement"
"34216","1.051550457","ipcas_21:73:33","204","1","547","LIED10MEAS/LLN0$Measurement"
"34272","1.035392899","ipcas_21:73:33","204","1","548","LIED10MEAS/LLN0$Measurement"
"34327","1.023358359","ipcas_21:73:33","204","1","549","LIED10MEAS/LLN0$Measurement"
"34384","1.023970736","ipcas_21:73:33","204","1","550","LIED10MEAS/LLN0$Measurement"
"34442","1.054759196","ipcas_21:73:33","204","1","551","LIED10MEAS/LLN0$Measurement"
"34501","1.083860867","ipcas_21:73:33","204","1","552","LIED10MEAS/LLN0$Measurement"
"34556","1.069819183","ipcas_21:73:33","204","1","553","LIED10MEAS/LLN0$Measurement"
"34641","2.629876318","ipcas_21:73:33","204","1","554","LIED10MEAS/LLN0$Measurement"
"34700","1.014774812","ipcas_21:73:33","204","1","555","LIED10MEAS/LLN0$Measurement"
"34757","1.014874260","ipcas_21:73:33","204","1","556","LIED10MEAS/LLN0$Measurement"
"34812","1.040410812","ipcas_21:73:33","204","1","557","LIED10MEAS/LLN0$Measurement"
"34867","1.065453976","ipcas_21:73:33","204","1","558","LIED10MEAS/LLN0$Measurement"
"34925","1.004268899","ipcas_21:73:33","204","1","559","LIED10MEAS/LLN0$Measurement"
"34984","1.023353776","ipcas_21:73:33","204","1","560","LIED10MEAS/LLN0$Measurement"
"35041","1.055614787","ipcas_21:73:33","204","1","561","LIED10MEAS/LLN0$Measurement"
"35096","1.112186907","ipcas_21:73:33","204","1","562","LIED10MEAS/LLN0$Measurement"
"35151","1.041883486","ipcas_21:73:33","204","1","563","LIED10MEAS/LLN0$Measurement"
"35210","1.042155546","ipcas_21:73:33","204","1","564","LIED10MEAS/LLN0$Measurement"
"35267","1.022879869","ipcas_21:73:33","204","1","565","LIED10MEAS/LLN0$Measurement"
"35324","1.046423216","ipcas_21:73:33","204","1","566","LIED10MEAS/LLN0$Measurement"
"35381","1.046037367","ipcas_21:73:33","204","1","567","LIED10MEAS/LLN0$Measurement"
"35437","1.034682556","ipcas_21:73:33","204","1","568","LIED10MEAS/LLN0$Measurement"
"35494","1.045218795","ipcas_21:73:33","204","1","569","LIED10MEAS/LLN0$Measurement"
"35555","1.063730417","ipcas_21:73:33","204","1","570","LIED10MEAS/LLN0$Measurement"
"35630","1.038236831","ipcas_21:73:33","204","1","571","LIED10MEAS/LLN0$Measurement"
"35713","1.057842948","ipcas_21:73:33","204","1","572","LIED10MEAS/LLN0$Measurement"
"35788","1.041376239","ipcas_21:73:33","204","1","573","LIED10MEAS/LLN0$Measurement"
"35849","1.042295128","ipcas_21:73:33","204","1","574","LIED10MEAS/LLN0$Measurement"
"35914","1.061481139","ipcas_21:73:33","204","1","575","LIED10MEAS/LLN0$Measurement"
"35991","1.044687339","ipcas_21:73:33","204","1","576","LIED10MEAS/LLN0$Measurement"
"36063","1.046074430","ipcas_21:73:33","204","1","577","LIED10MEAS/LLN0$Measurement"
"36167","1.036851467","ipcas_21:73:33","204","1","578","LIED10MEAS/LLN0$Measurement"
"36254","1.038356960","ipcas_21:73:33","204","1","579","LIED10MEAS/LLN0$Measurement"
"36326","1.023735761","ipcas_21:73:33","204","1","580","LIED10MEAS/LLN0$Measurement"
"36392","1.038681423","ipcas_21:73:33","204","1","581","LIED10MEAS/LLN0$Measurement"
"36469","1.044710474","ipcas_21:73:33","204","1","582","LIED10MEAS/LLN0$Measurement"
"36530","1.027121318","ipcas_21:73:33","204","1","583","LIED10MEAS/LLN0$Measurement"
"36588","1.044826553","ipcas_21:73:33","204","1","584","LIED10MEAS/LLN0$Measurement"
"36651","1.042973745","ipcas_21:73:33","204","1","585","LIED10MEAS/LLN0$Measurement"
"36722","1.051996759","ipcas_21:73:33","204","1","586","LIED10MEAS/LLN0$Measurement"
"36782","1.067190223","ipcas_21:73:33","204","1","587","LIED10MEAS/LLN0$Measurement"
"36838","1.035070064","ipcas_21:73:33","204","1","588","LIED10MEAS/LLN0$Measurement"
"36896","1.019328389","ipcas_21:73:33","204","1","589","LIED10MEAS/LLN0$Measurement"
"36956","1.027138160","ipcas_21:73:33","204","1","590","LIED10MEAS/LLN0$Measurement"
